CNTRY,Year,Age,Pop,deaths,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,2016,30,21748167.41,30564.71,0.0014,0.00698,2.58,97873,683,487708,4921288,50.28
USA,2016,35,20581987.93,35277.97,0.0017,0.00845,2.58,97190,821,483958,4433580,45.62
USA,2016,40,19955611.41,42516.29,0.00215,0.01068,2.64,96368,1029,479412,3949622,40.98
USA,2016,45,20890379.73,65592.51,0.00314,0.01557,2.66,95339,1484,473230,3470210,36.4
USA,2016,50,22073651,107945.81,0.00492,0.02434,2.67,93855,2284,463958,2996981,31.93
USA,2016,55,21879563.04,162149.72,0.00739,0.03632,2.64,91571,3326,449998,2533022,27.66
USA,2016,60,19267638.8,204309.99,0.01053,0.05134,2.62,88245,4531,430444,2083025,23.61
USA,2016,65,16442842.39,246672.06,0.01472,0.0711,2.62,83714,5952,404413,1652581,19.74
USA,2016,70,11647745.98,265439.77,0.02248,0.10673,2.64,77762,8300,369256,1248168,16.05
USA,2016,75,8247941.390000001,294892.99,0.03536,0.16306,2.62,69462,11327,320332,878912,12.65
USA,2016,80,5833646.52,342053.81,0.05837,0.25583,2.59,58136,14873,254798,558580,9.61
USA,2016,85,3895026.14,384494.07,0.0989,0.39691,2.51,43263,17171,173626,303782,7.02
USA,2016,90,1878382.83,310780.71,0.16388,0.57361,2.39,26091,14966,91326,130157,4.99
USA,2016,95,538677.62,159213.4,0.26137,0.74802,2.14,11125,8322,31839,38831,3.49
